,adj.P.Val,P.Value,t,B,logFC
PRRC1,0.5287,0.05518901,-2.0929765,-4.1,-0.60937172
DLX2,0.5298,0.05536845,-2.0912167,-4.1028,-1.86231456
TM9SF3,0.5299,0.05542354,-2.0906775,-4.1036,-0.47005224
CACNA2D2,0.53,0.05574492,2.0875415,-4.1086,0.89908679
EDA,0.53,0.05591215,2.0859164,-4.1111,1.09431636
H6PD,0.53,0.05583891,2.0866275,-4.11,1.64611053
KRT79,0.53,0.05587553,-2.0862719,-4.1106,-0.46226667
PIAS1,0.53,0.05577642,2.0872351,-4.1091,0.46402322
POLR1C,0.53,0.0555553,-2.0893898,-4.1057,-0.33574144
PTCHD4,0.53,0.05591587,2.0858803,-4.1112,1.06015463
PTPRC,0.53,0.05560858,-2.0888698,-4.1065,-0.74564348
RUFY4,0.53,0.0559431,-2.0856161,-4.1116,-0.81558885
USP32,0.53,0.05576635,2.087333,-4.1089,1.2364621
ZNF280D,0.53,0.0559214,-2.0858266,-4.1113,-0.60197709
ANAPC16,0.5303,0.05629965,2.0821678,-4.117,0.40052357
ANP32E,0.5303,0.05626194,2.0825315,-4.1164,1.10509155
BBS7,0.5303,0.05621212,-2.0830124,-4.1157,-0.72879684
CAMSAP1,0.5303,0.05610368,2.0840606,-4.114,0.35397942
IDH2,0.5303,0.05611542,-2.083947,-4.1142,-0.41106533
PACSIN3,0.5303,0.05614933,2.0836191,-4.1147,0.59093753
RNASEL,0.5303,0.05632693,2.0819047,-4.1174,0.55284077
SH3BGRL2,0.5303,0.05628183,2.0823396,-4.1167,0.56722838
SPIRE1,0.5303,0.05605397,2.0845417,-4.1133,0.3769431
SHOX2,0.531,0.05644123,-2.0808041,-4.1191,-1.03174918
CEP135,0.5313,0.05663737,-2.0789201,-4.1221,-0.41913877
EPS8,0.5313,0.05665157,-2.0787839,-4.1223,-0.43534849
MDFIC,0.5313,0.05665992,2.0787039,-4.1224,0.75795831
PIR,0.5313,0.0565729,-2.0795387,-4.1211,-0.42115316
POLD1,0.5313,0.05669188,2.0783976,-4.1229,0.5198514
THRA,0.5313,0.05675056,2.0778356,-4.1238,1.17635095
UTP11,0.5313,0.05672123,-2.0781164,-4.1234,-1.38178833
TIMM22,0.5318,0.05683958,2.0769841,-4.1251,0.46043049
BRCC3,0.5328,0.05701375,2.0753217,-4.1277,1.71484322
NOCT,0.5332,0.05715784,-2.0739499,-4.1299,-0.80252168
ALDH16A1,0.5334,0.05732931,-2.0723216,-4.1324,-0.49026369
BST2,0.5334,0.05727942,-2.0727949,-4.1317,-0.97489621
XCR1,0.5353,0.05757836,-2.0699646,-4.1361,-0.80636224
PLOD2,0.5354,0.05762973,-2.0694796,-4.1369,-0.53432936
CYLD,0.5357,0.05773493,2.0684876,-4.1384,0.8145556
ZC3H12A,0.5357,0.05770635,2.0687569,-4.138,2.13786777
COX7B,0.5372,0.05801002,-2.0659015,-4.1425,-0.52557861
MRPL13,0.5372,0.05806745,-2.0653631,-4.1433,-0.45637583
SYNCRIP,0.5372,0.05801703,2.0658357,-4.1426,0.52261358
TBC1D17,0.5372,0.05809607,2.0650949,-4.1438,1.10144699
COX14,0.5373,0.05820597,-2.0640663,-4.1454,-0.52919635
CYTH4,0.5373,0.0581974,-2.0641464,-4.1452,-1.02974599
GPATCH3,0.5373,0.05823083,2.0638339,-4.1457,0.56215038
ACTRT1,0.5379,0.05856618,-2.0607075,-4.1506,-0.93113372
CHSY1,0.5379,0.05869368,-2.0595231,-4.1525,-0.65617929
DCAF4L1,0.5379,0.05884593,-2.058112,-4.1547,-0.45450999
FPR3,0.5379,0.05848884,-2.0614271,-4.1495,-1.19242658
HIF1AN,0.5379,0.05885833,2.0579972,-4.1548,0.45913042
INTS6,0.5379,0.05834789,-2.0627407,-4.1474,-0.52677136
LIPH,0.5379,0.05875912,-2.0589162,-4.1534,-0.64638252
MYBPC1,0.5379,0.05850548,-2.0612722,-4.1497,-1.27798008
PCBP4,0.5379,0.05870762,2.0593938,-4.1527,0.46058277
PRR4,0.5379,0.05857657,-2.0606109,-4.1508,-0.40299913
THTPA,0.5379,0.05880923,2.0584519,-4.1541,0.77767204
TRA2B,0.5379,0.05864894,-2.0599385,-4.1518,-0.50168389
VEZF1,0.5379,0.05863029,2.0601117,-4.1515,0.40459637
SNX1,0.5385,0.05895655,2.0570888,-4.1563,0.65544493
GLS,0.5392,0.05907727,-2.0559743,-4.158,-0.4207149
BDKRB2,0.5404,0.05988213,-2.0485963,-4.1695,-0.66909258
BTN3A2,0.5404,0.05960253,-2.0511489,-4.1655,-0.68358534
CD2,0.5404,0.06025573,2.0452026,-4.1748,0.61022798
CXCL1,0.5404,0.06006402,-2.0469416,-4.1721,-0.58229699
ELOVL5,0.5404,0.0597205,-2.0500706,-4.1672,-0.78787385
EMC7,0.5404,0.06032459,-2.0445791,-4.1757,-0.37981856
FZR1,0.5404,0.06004768,2.0470901,-4.1718,0.92921913
GAS8,0.5404,0.05997888,2.0477156,-4.1709,0.66793818
HECW2,0.5404,0.06001686,2.0473702,-4.1714,0.49132416
HLA-DRA,0.5404,0.05959745,-2.0511954,-4.1654,-0.71685382
IGSF11,0.5404,0.05950939,-2.0520016,-4.1642,-1.36282835
IHH,0.5404,0.0595086,2.0520089,-4.1642,0.90062726
IL17RC,0.5404,0.05981141,2.0492409,-4.1685,0.98391294
LRBA,0.5404,0.0600287,-2.0472625,-4.1716,-0.70998095
MVD,0.5404,0.05992299,2.0482242,-4.1701,0.775151
OR10G3,0.5404,0.05959667,-2.0512026,-4.1654,-0.80558297
P3H1,0.5404,0.05992595,-2.0481972,-4.1701,-0.59807245
PLEC,0.5404,0.06000148,2.04751,-4.1712,0.79110148
RAP1B,0.5404,0.06018623,-2.0458324,-4.1738,-0.90199544
RPL26,0.5404,0.05951317,-2.0519671,-4.1642,-0.58326819
SKA2,0.5404,0.05982493,-2.0491176,-4.1687,-0.46787887
SYNGR1,0.5404,0.05968869,2.0503611,-4.1667,0.46767153
TMEM81,0.5404,0.05972334,-2.0500446,-4.1672,-0.47567693
TUBGCP4,0.5404,0.06027672,2.0450125,-4.1751,0.40706134
TULP4,0.5404,0.0602337,2.0454021,-4.1745,0.55594602
ZNF197,0.5404,0.06025683,2.0451926,-4.1748,1.68393436
CORO2A,0.5413,0.06047357,-2.0432326,-4.1778,-1.00439037
DLK2,0.5418,0.06057987,-2.0422738,-4.1793,-1.02146468
STX12,0.5418,0.06060646,-2.0420341,-4.1797,-0.44572909
HEY1,0.5419,0.06073881,-2.0408429,-4.1816,-0.39149235
KPNA6,0.5419,0.06073489,2.0408781,-4.1815,0.50689723
ZSWIM4,0.5419,0.06069848,-2.0412056,-4.181,-0.46544466
HSPB2,0.5421,0.06079564,2.0403322,-4.1823,0.41965341
ATAD2,0.5427,0.06126991,2.0360865,-4.1889,0.78137864
ATN1,0.5427,0.06112786,2.0373549,-4.187,0.77210578
GMEB2,0.5427,0.06102985,2.0382317,-4.1856,0.6269547
IFT88,0.5427,0.06091761,2.0392374,-4.184,0.65623937
KDELR2,0.5427,0.06131192,-2.0357119,-4.1895,-0.4858967
LILRB3,0.5427,0.06094412,-2.0389997,-4.1844,-1.67304523
PLP1,0.5427,0.06115371,-2.0371239,-4.1873,-0.33807108
RHBDF2,0.5427,0.06130779,-2.0357487,-4.1895,-0.41034269
TUBA8,0.5427,0.06103741,-2.038164,-4.1857,-0.832716
UAP1,0.5427,0.06109939,-2.0376095,-4.1866,-1.07328739
UBE2G2,0.5427,0.06122025,2.0365296,-4.1883,0.37838594
DHX38,0.5429,0.06137052,2.0351897,-4.1903,0.45203284
PTMA,0.5433,0.06150336,-2.0340078,-4.1922,-1.49784867
ARHGAP32,0.5434,0.06177321,2.0316139,-4.1959,0.79805566
CEP112,0.5434,0.06191143,-2.0303915,-4.1978,-1.20612173
CLCA2,0.5434,0.06198237,-2.0297651,-4.1987,-0.91695652
ELAVL1,0.5434,0.06156957,2.0334195,-4.1931,0.74039431
IFNAR2,0.5434,0.06207144,-2.0289795,-4.2,-0.56311277
NR2E1,0.5434,0.06184924,-2.0309412,-4.1969,-0.84888191
RFWD2,0.5434,0.06171081,-2.0321666,-4.195,-0.31967212
RHOT2,0.5434,0.06188477,2.0306271,-4.1974,0.60881736
SHROOM3,0.5434,0.06196921,2.0298812,-4.1986,0.85118198
WDR75,0.5434,0.06208013,-2.0289029,-4.2001,-0.37287217
YES1,0.5434,0.06205027,-2.0291661,-4.1997,-0.70224549
METTL21A,0.5435,0.06213957,-2.0283792,-4.2009,-0.8259281
STK17B,0.5435,0.06217184,-2.0280951,-4.2013,-1.06848402
B4GALT6,0.5443,0.0623031,-2.026941,-4.2031,-1.01944877
COQ7,0.545,0.06247338,2.0254471,-4.2054,0.34350773
RAP2C,0.545,0.06255784,-2.0247075,-4.2066,-0.53740093
SLC6A13,0.545,0.06253111,-2.0249415,-4.2062,-1.04797287
YWHAQ,0.545,0.06257871,2.024525,-4.2069,0.40586305
ABCA8,0.5454,0.06420039,-2.0105033,-4.2285,-0.58478595
ABCC8,0.5454,0.06372165,2.0146086,-4.2222,0.70377987
ADAMTS4,0.5454,0.06452921,-2.0076999,-4.2328,-1.8835968
ADRA1A,0.5454,0.06382287,-2.0137383,-4.2235,-0.90995687
AIF1,0.5454,0.06426422,-2.0099581,-4.2294,-1.12636343
ANKMY2,0.5454,0.06393999,2.0127328,-4.2251,0.46154995
ANKRD13A,0.5454,0.06354111,-2.0161641,-4.2198,-0.58757064
ANXA3,0.5454,0.06425317,-2.0100525,-4.2292,-1.16109501
APOLD1,0.5454,0.06368683,-2.0149083,-4.2217,-0.92706714
APOPT1,0.5454,0.06277343,2.0228238,-4.2095,1.34588267
ATOH8,0.5454,0.06361057,2.0155652,-4.2207,0.76649863
BATF3,0.5454,0.06493936,-2.0042213,-4.2382,-0.89640966
BCL2A1,0.5454,0.06303753,-2.0205244,-4.2131,-0.70611692
C7,0.5454,0.06315061,-2.0195425,-4.2146,-0.82608963
C9orf72,0.5454,0.06419094,-2.0105841,-4.2284,-0.82234641
CCDC47,0.5454,0.06306457,-2.0202894,-4.2134,-0.44903555
CHD6,0.5454,0.06379025,2.0140186,-4.2231,0.55559061
CHTOP,0.5454,0.06321774,2.0189603,-4.2155,0.33774146
CLOCK,0.5454,0.0643446,-2.0092722,-4.2304,-0.7743897
COMMD7,0.5454,0.0649226,-2.004363,-4.238,-0.30969208
CPQ,0.5454,0.0644783,-2.0081331,-4.2322,-0.80778876
DLGAP4,0.5454,0.06422666,-2.0102789,-4.2289,-1.14623986
DSG1,0.5454,0.06477592,-2.0056051,-4.2361,-0.74431758
EFNB3,0.5454,0.06454784,2.0075415,-4.2331,2.09597656
FRMD5,0.5454,0.06468021,2.0064169,-4.2348,0.48563563
GADD45G,0.5454,0.06479178,-2.0054707,-4.2363,-1.02718413
IRAK3,0.5454,0.06497895,-2.0038866,-4.2387,-0.61610734
LRRC71,0.5454,0.06451044,-2.0078596,-4.2326,-0.93266084
MBP,0.5454,0.063384,2.0175211,-4.2177,0.68551467
MED22,0.5454,0.06455409,-2.0074883,-4.2332,-0.61024961
METTL21B,0.5454,0.06443082,-2.0085374,-4.2316,-0.43964546
NIPSNAP3B,0.5454,0.0637208,-2.0146159,-4.2222,-0.87228678
NOC2L,0.5454,0.06499895,2.0037176,-4.239,0.49027432
OGFOD1,0.5454,0.06389034,2.0131588,-4.2244,0.32543981
PARP8,0.5454,0.06432467,2.0094423,-4.2302,1.02975482
PFDN2,0.5454,0.06290012,-2.0217196,-4.2112,-0.34035723
PGBD4,0.5454,0.06502813,2.0034711,-4.2394,0.81828135
PHF12,0.5454,0.06303997,2.0205032,-4.2131,0.71692966
PIP5K1C,0.5454,0.0645908,2.0071762,-4.2337,0.45676028
POLR3D,0.5454,0.06278667,-2.0227083,-4.2097,-0.415849
PPA1,0.5454,0.06299757,-2.0208717,-4.2125,-0.5927332
PRSS42,0.5454,0.06347743,2.0167137,-4.2189,1.26183391
RARRES1,0.5454,0.06496075,-2.0040404,-4.2385,-1.24693277
ROR1,0.5454,0.06347653,2.0167215,-4.2189,0.75386869
RPL36,0.5454,0.06355329,-2.016059,-4.22,-0.90619851
SEPN1,0.5454,0.06299548,2.0208899,-4.2125,0.52067811
SMYD2,0.5454,0.06365172,2.0152106,-4.2213,0.6071406
SV2B,0.5454,0.06499889,-2.0037181,-4.239,-0.81576437
TAF5L,0.5454,0.06309942,-2.0199867,-4.2139,-0.74120156
TMEM117,0.5454,0.06377448,-2.0141542,-4.2229,-0.55473811
TMEM237,0.5454,0.06368503,2.0149238,-4.2217,0.48304702
TNIK,0.5454,0.06448619,2.0080659,-4.2323,0.61008753
USP16,0.5454,0.06326835,2.0185218,-4.2161,0.3767809
ZMYM6,0.5454,0.06366453,-2.0151003,-4.2214,-0.44615234
PPP2R1A,0.546,0.06516875,2.0022846,-4.2412,0.38042031
ABHD6,0.5462,0.06530282,-2.0011555,-4.2429,-0.45709382
C3orf52,0.5462,0.06530741,-2.0011169,-4.243,-1.10173792
PLTP,0.5462,0.06535857,-2.0006866,-4.2436,-0.61911719
RPL3L,0.5462,0.06539389,2.0003898,-4.2441,0.47050106
TM4SF1,0.5462,0.06543921,-2.0000091,-4.2447,-0.36455862
CALD1,0.547,0.06556533,1.9989509,-4.2463,0.52028846
AGO1,0.5476,0.06665622,1.989875,-4.2603,0.40719184
ANGPTL2,0.5476,0.06661341,-1.9902286,-4.2597,-0.46411585
B4GALT1,0.5476,0.06623235,-1.9933853,-4.2549,-0.44632424
BTN3A3,0.5476,0.06600776,-1.9952535,-4.252,-0.58038099
C11orf68,0.5476,0.06626053,1.9931512,-4.2552,0.45023927
CECR5,0.5476,0.06663149,-1.9900793,-4.2599,-0.36713261
CHERP,0.5476,0.06645983,1.9914989,-4.2578,0.76045379
CLCNKB,0.5476,0.06635891,1.992335,-4.2565,0.83364254
CPT1A,0.5476,0.06576511,-1.9972785,-4.2489,-0.6035053
DYNLT1,0.5476,0.06623787,1.9933394,-4.2549,0.4821215
ETS1,0.5476,0.06662459,-1.9901362,-4.2599,-0.4231876
FHIT,0.5476,0.06644115,-1.9916535,-4.2575,-0.70029168
FLRT2,0.5476,0.06608043,-1.9946483,-4.2529,-0.58920509
KLHL35,0.5476,0.06650678,-1.9911103,-4.2584,-1.50918954
KLRD1,0.5476,0.06662291,1.9901501,-4.2598,1.3992592
KRTAP5-9,0.5476,0.06591323,1.9960416,-4.2508,0.88463482
RAB1A,0.5476,0.06656103,-1.9906615,-4.259,-0.43831303
RAVER2,0.5476,0.06663749,-1.9900297,-4.26,-0.34899843
SUPT7L,0.5476,0.06576198,1.9973047,-4.2488,1.17465013
SYNE3,0.5476,0.06580455,-1.9969489,-4.2494,-0.82645547
TMEM30A,0.5476,0.06598448,-1.9954474,-4.2517,-0.34086369
TSPAN9,0.5476,0.06663377,1.9900604,-4.26,0.41159154
TUBAL3,0.5476,0.06610988,1.9944033,-4.2533,1.56689459
ERO1A,0.5482,0.06681765,-1.9885435,-4.2623,-0.44982684
IFT43,0.5482,0.06678008,1.9888531,-4.2618,0.37263795
PLIN2,0.5496,0.06706723,-1.9864907,-4.2654,-0.48719496
ARHGEF12,0.5497,0.06712734,1.9859974,-4.2662,0.41551032
SLC8A1,0.5497,0.06715272,1.9857891,-4.2665,0.88283819
ASB15,0.5512,0.0674298,1.9835209,-4.27,1.05566207
KCNMA1,0.5512,0.06743583,-1.9834717,-4.2701,-0.89317496
PTPRCAP,0.5512,0.06746201,-1.9832578,-4.2704,-0.52565941
ADCY9,0.5521,0.06772403,1.9811217,-4.2737,0.42142951
SEC24B,0.5521,0.06773962,1.9809948,-4.2739,0.60998907
SEC61B,0.5521,0.06765695,-1.9816678,-4.2728,-0.43292317
ERLIN1,0.5525,0.06798209,-1.9790251,-4.2769,-0.34935081
GPR162,0.5525,0.06795279,-1.9792628,-4.2765,-0.80600003
JOSD1,0.5525,0.06799096,-1.9789532,-4.277,-0.37461098
RALGPS1,0.5525,0.06782502,1.9803003,-4.2749,0.52982891
BIN1,0.5532,0.06824046,1.9769333,-4.2801,0.71757718
NSD1,0.5532,0.06826737,1.9767158,-4.2804,0.55407253
PNPLA2,0.5532,0.06812589,1.97786,-4.2787,0.56519846
PRRC2A,0.5532,0.0682885,1.9765452,-4.2807,0.68184324
ZNF622,0.5532,0.06827044,1.9766911,-4.2804,0.38772751
GOLGA3,0.554,0.06842628,1.9754334,-4.2824,0.69856229
ABLIM1,0.5547,0.06929695,1.9684543,-4.293,0.37618438
C17orf74,0.5547,0.06918447,-1.9693514,-4.2917,-0.54594315
COPS5,0.5547,0.06869142,-1.9732995,-4.2856,-0.40107455
DGKG,0.5547,0.06865621,1.9735825,-4.2852,0.91727662
EPB41L5,0.5547,0.0690531,1.9704009,-4.2901,0.85960391
ERAP2,0.5547,0.06910557,-1.9699815,-4.2907,-1.26179358
ERICH5,0.5547,0.0691221,1.9698494,-4.2909,0.7288452
FMNL2,0.5547,0.06905919,-1.9703522,-4.2901,-0.69389969
KCTD12,0.5547,0.06911067,-1.9699408,-4.2908,-0.5175921
LRCH3,0.5547,0.06854581,1.9744705,-4.2838,0.85110812
MS4A2,0.5547,0.06897188,-1.9710506,-4.2891,-0.68062496
PSENEN,0.5547,0.06879289,-1.972485,-4.2869,-0.51886637
PYY,0.5547,0.06867355,1.9734431,-4.2854,0.86072685
REEP4,0.5547,0.06878779,-1.9725259,-4.2868,-0.98492009
RNASET2,0.5547,0.06929474,-1.968472,-4.293,-0.58006155
SH3BGRL3,0.5547,0.06891916,-1.9714727,-4.2884,-0.78645012
SREBF2,0.5547,0.06903455,1.9705492,-4.2898,0.90856656
STK38L,0.5547,0.06875619,1.9727794,-4.2864,0.49367714
SUSD2,0.5547,0.06923916,1.9689151,-4.2923,0.8498863
C1QTNF9B-AS1,0.555,0.0695359,1.966553,-4.2959,0.66260121
CD4,0.555,0.06942897,-1.9674031,-4.2946,-0.61145488
LRG1,0.555,0.0695165,-1.9667071,-4.2957,-0.46058103
SCAF4,0.555,0.06952248,1.9666596,-4.2958,0.66035875
VPS51,0.555,0.06952358,1.9666509,-4.2958,0.40354987
TMEM71,0.5563,0.06974279,1.9649115,-4.2984,0.6286239
UBE2V2,0.5564,0.06981327,-1.9643533,-4.2993,-0.41609212
HTRA1,0.5566,0.07014525,1.961731,-4.3033,0.47649555
LRRC37A,0.5566,0.07010352,1.96206,-4.3028,1.11980254
NXT1,0.5566,0.07001816,-1.9627336,-4.3017,-0.42145767
PPP1R10,0.5566,0.06992543,1.9634661,-4.3006,0.81954157
SIT1,0.5566,0.07011488,-1.9619705,-4.3029,-0.73939206
WAS,0.5566,0.07010038,-1.9620848,-4.3027,-0.78104913
WHSC1,0.5566,0.07008011,1.9622447,-4.3025,0.70326112
GPR4,0.5571,0.07024858,-1.9609172,-4.3045,-0.84366292
GIMAP5,0.5577,0.07041635,-1.959598,-4.3065,-0.41454004
CYP2R1,0.5579,0.07062624,-1.9579518,-4.309,-0.35301052
DOC2A,0.5579,0.0706084,-1.9580915,-4.3088,-1.3384218
GSDMB,0.5579,0.07068514,1.9574906,-4.3097,0.64440141
SLCO4A1,0.5579,0.07047234,-1.9591585,-4.3072,-1.89572115
TMEM267,0.5579,0.0706885,-1.9574643,-4.3098,-0.8399673
TP53I3,0.5579,0.07057577,-1.9583472,-4.3084,-0.93434529
NUCB2,0.5588,0.07083882,-1.9562889,-4.3115,-0.5033322
TRPC3,0.5592,0.07093433,-1.9555433,-4.3127,-1.27654471
ICAM1,0.5595,0.0710467,-1.9546672,-4.314,-0.63569052
HPS4,0.5602,0.07117923,1.9536356,-4.3156,0.65516225
ADGRF1,0.5603,0.07132055,-1.9525375,-4.3172,-0.57648263
FYB,0.5603,0.07131231,-1.9526014,-4.3172,-1.13123476
HSBP1,0.5603,0.07143003,-1.951688,-4.3185,-0.3095394
ITGB2,0.5603,0.07149009,-1.9512226,-4.3192,-0.88250066
SEC31A,0.5603,0.07123263,1.9532204,-4.3162,0.44729117
ZNF106,0.5603,0.07142077,1.9517598,-4.3184,0.56101762
ADGRF3,0.5605,0.07326931,-1.9375928,-4.3399,-0.70396118
ASB6,0.5605,0.07192516,1.9478614,-4.3243,0.87588578
CCDC84,0.5605,0.07343777,1.9363179,-4.3418,0.47058549
CDC42EP4,0.5605,0.07232632,-1.9447787,-4.329,-0.42436122
EIF4EBP3,0.5605,0.07296145,1.9399295,-4.3364,0.6120022
FAM136A,0.5605,0.07159837,-1.9503844,-4.3205,-0.40626492
FOXP3,0.5605,0.07262513,-1.9424925,-4.3325,-0.6173354
GIGYF2,0.5605,0.07246961,1.9436813,-4.3307,0.33392018
GPR45,0.5605,0.07300214,-1.9396201,-4.3368,-0.43830912
HCN3,0.5605,0.0722953,-1.9450165,-4.3287,-1.04827584
HHEX,0.5605,0.07257766,-1.942855,-4.3319,-0.68033225
HIBADH,0.5605,0.07169896,-1.9496067,-4.3217,-0.35847589
HSD17B14,0.5605,0.07289713,1.9404188,-4.3356,0.84975047
IFI16,0.5605,0.0726946,-1.9419621,-4.3333,-0.84302648
ITGA5,0.5605,0.07203721,-1.9469988,-4.3257,-0.89287281
ITGAX,0.5605,0.0729188,-1.9402539,-4.3359,-0.40752172
KIF1A,0.5605,0.07314375,1.9385447,-4.3385,2.28295604
LANCL2,0.5605,0.07195472,1.9476338,-4.3247,0.36951572
LCA5L,0.5605,0.07262435,-1.9424984,-4.3325,-1.45698267
LSM6,0.5605,0.07221734,-1.9456146,-4.3278,-1.57436389
LXN,0.5605,0.07342155,-1.9364405,-4.3416,-0.64062817
LYPD3,0.5605,0.07248831,-1.9435382,-4.3309,-0.72159413
MGAT4A,0.5605,0.07221695,-1.9456176,-4.3277,-0.78623288
MGAT4B,0.5605,0.07252159,1.9432837,-4.3313,0.57522969
OLFML2A,0.5605,0.07244695,1.9438547,-4.3304,0.71279946
OR4D2,0.5605,0.07320388,-1.9380886,-4.3391,-1.91741795
PLEKHM1,0.5605,0.07335012,1.9369808,-4.3408,0.61827336
PLPP1,0.5605,0.07325918,1.9376695,-4.3398,0.69459836
RFX5,0.5605,0.07216363,1.946027,-4.3271,0.35991905
RNF31,0.5605,0.07270178,1.9419074,-4.3334,0.44003649
RPS6KC1,0.5605,0.07156186,1.9506669,-4.3201,0.68865884
RXRG,0.5605,0.07241808,1.9440757,-4.3301,1.33050858
SBSPON,0.5605,0.07346132,-1.9361399,-4.3421,-1.32231171
SLC9B2,0.5605,0.07273257,1.9416725,-4.3337,0.75136255
ST3GAL1,0.5605,0.07243019,1.943983,-4.3302,0.72642942
STRIP2,0.5605,0.07277904,-1.9413182,-4.3343,-0.70317064
TBRG4,0.5605,0.07310087,1.9388701,-4.338,0.5800915
USH1G,0.5605,0.07285537,-1.9407367,-4.3351,-0.86841387
USP28,0.5605,0.07259087,-1.9427541,-4.3321,-0.89387913
ZMPSTE24,0.5605,0.07299159,-1.9397003,-4.3367,-0.46647157
ZNF500,0.5605,0.0731548,1.9384609,-4.3386,0.76988832
ZNF644,0.5605,0.07313318,-1.9386249,-4.3383,-0.55376277
ALOX5,0.5607,0.07481845,-1.9259679,-4.3575,-0.84663205
ALPK3,0.5607,0.0738046,1.9335509,-4.346,0.85966219
CCDC129,0.5607,0.07401284,1.9319857,-4.3484,0.95567223
DHCR24,0.5607,0.07464491,1.9272593,-4.3555,0.95633935
DHRS12,0.5607,0.07472459,1.926666,-4.3564,1.53957298
DNAJB6,0.5607,0.07499261,1.9246747,-4.3594,0.53096442
EGR1,0.5607,0.07464225,-1.927279,-4.3555,-0.9205814
FAM122C,0.5607,0.07464762,-1.9272391,-4.3555,-1.12149656
FAM160B2,0.5607,0.07418132,1.9307223,-4.3503,0.41459697
FN3K,0.5607,0.07462817,1.927384,-4.3553,1.64486756
HIST1H2BO,0.5607,0.07410392,-1.9313024,-4.3494,-0.83661675
IFI30,0.5607,0.07357103,-1.9353113,-4.3433,-0.96312195
INO80,0.5607,0.07443703,1.9288097,-4.3532,0.48540498
KIF7,0.5607,0.07406525,1.9315924,-4.349,1.94077112
LCMT1,0.5607,0.0749623,1.9248996,-4.3591,0.3930209
LDB3,0.5607,0.0749949,1.9246578,-4.3594,0.85070983
METTL17,0.5607,0.07403024,1.9318551,-4.3486,0.50103689
MPDZ,0.5607,0.07428287,1.9299621,-4.3514,0.44623113
MYOCD,0.5607,0.07455394,1.9279373,-4.3545,0.7561559
NAP1L2,0.5607,0.07495249,1.9249724,-4.359,0.60825687
NME1,0.5607,0.0748845,-1.9254772,-4.3582,-0.52635844
SERTAD1,0.5607,0.07494955,-1.9249942,-4.3589,-0.53609391
SIRPD,0.5607,0.07434692,-1.929483,-4.3521,-1.13067125
SP110,0.5607,0.07463459,-1.9273362,-4.3554,-0.91766276
ST3GAL5,0.5607,0.07406777,-1.9315735,-4.349,-0.46826084
TERF2,0.5607,0.0746737,1.9270448,-4.3558,0.46996762
TMEM185A,0.5607,0.07423723,1.9303036,-4.3509,0.41029841
TPST2,0.5607,0.07383736,1.9333044,-4.3464,1.10103522
TRIP4,0.5607,0.0744173,1.9289571,-4.3529,0.31917617
ZC3HAV1,0.5607,0.07415097,-1.9309497,-4.3499,-0.33383494
CREBRF,0.561,0.07506805,1.9241154,-4.3602,0.66477284
TMEM56,0.5614,0.07516724,1.9233807,-4.3613,0.55905595
ERRFI1,0.5618,0.07526185,-1.9226808,-4.3624,-0.61872349
AADAT,0.5624,0.07580154,1.9187034,-4.3684,0.50521746
ARHGAP30,0.5624,0.07591223,-1.9178909,-4.3696,-1.10124533
CERS1,0.5624,0.07548256,-1.9210511,-4.3649,-0.73483991
CRLF3,0.5624,0.07604673,-1.9169049,-4.3711,-0.35404116
DDX39B,0.5624,0.07558827,1.9202721,-4.366,0.4877263
FAM219B,0.5624,0.07587919,-1.9181333,-4.3692,-0.35304633
GFRA2,0.5624,0.07556054,-1.9204763,-4.3657,-0.83787059
LYN,0.5624,0.07603948,-1.916958,-4.371,-0.63846127
MYOZ1,0.5624,0.07546601,1.9211732,-4.3647,1.00349073
NME9,0.5624,0.07592175,-1.917821,-4.3697,-0.63556074
PAFAH2,0.5624,0.07598055,1.9173898,-4.3704,0.56147495
PPP3CB,0.5624,0.07593562,1.9177193,-4.3699,0.30034422
UBQLN1,0.5624,0.07604757,1.9168988,-4.3711,0.37140033
USP30,0.5624,0.07592892,1.9177684,-4.3698,1.10585917
VHL,0.5624,0.07588381,1.9180993,-4.3693,0.4943284
ZFYVE1,0.5624,0.07578996,1.9187885,-4.3683,0.48516625
ATRN,0.5639,0.07629253,1.9151072,-4.3738,0.5825462
AQP11,0.5644,0.07645467,-1.9139242,-4.3756,-0.55226518
STAB1,0.5644,0.07642791,-1.9141193,-4.3753,-0.74138429
ARRDC3,0.5647,0.07752217,-1.9061918,-4.3872,-0.68021776
C8orf44,0.5647,0.07720331,1.9084912,-4.3837,0.61011211
CYP46A1,0.5647,0.07740837,1.9070114,-4.386,0.72372763
GNAT1,0.5647,0.07676431,-1.9116713,-4.379,-1.14994295
HSPB11,0.5647,0.07710157,-1.9092268,-4.3826,-0.83290924
IL17C,0.5647,0.0774421,-1.9067684,-4.3863,-1.0727188
INTU,0.5647,0.07746846,1.9065785,-4.3866,1.03561177
KYAT3,0.5647,0.07695658,-1.9102765,-4.3811,-0.59759528
LAMB3,0.5647,0.07686894,1.9109119,-4.3801,0.84804617
LDOC1L,0.5647,0.07720088,1.9085089,-4.3837,0.55132693
LEF1,0.5647,0.07683104,1.9111868,-4.3797,2.26989821
MAOA,0.5647,0.07739097,1.9071369,-4.3858,0.491691
MEF2D,0.5647,0.07676586,1.91166,-4.379,0.47562075
NDUFB10,0.5647,0.07667138,-1.9123466,-4.3779,-0.51812324
